id_localizacao,rua,numero,bairro,cidade,estado,pais
833,Kelly Wall,784,bury,Burchbury,Texas,Saint Helena
834,Franklin Mission,313,haven,Madisonville,South Carolina,Nauru
835,Gross Bridge,125,town,Lake David,Oregon,Mongolia
836,Robert Village,371,ville,New Emilyberg,Missouri,Timor-Leste
837,Downs Union,606,stad,South Elizabethstad,Wisconsin,Sao Tome and Principe
838,Perkins Pine,231,land,Monicahaven,Wisconsin,Slovenia
839,Elizabeth Forges,256,fort,Port Ashley,Maryland,Christmas Island
840,Peterson Prairie,977,mouth,East Andrewberg,Mississippi,Switzerland
841,Virginia Stream,54,town,New Rodneyborough,Rhode Island,Egypt
842,Mooney Rue,903,haven,South Kevinview,Hawaii,Barbados
843,Vance Hill,560,bury,Port Saraside,North Carolina,Reunion
844,Fitzpatrick Knolls,221,shire,Dodsonside,West Virginia,Palau
845,Julian Parks,71,ton,Hillchester,Ohio,Bahamas
846,Abbott Spur,928,burgh,South Samuelfort,Alaska,Kuwait
847,Deanna Rapid,608,mouth,New Ryan,Kentucky,Kuwait
848,Garcia Junction,325,berg,Port Lindsay,Arizona,Mozambique
849,Jessica Passage,259,haven,Buckfurt,Washington,Gambia
850,Sarah Mills,958,chester,Morganbury,Virginia,Cote d'Ivoire
851,Amanda Union,263,land,West Edward,Oklahoma,Italy
852,Patrick Mall,977,furt,Brittanyberg,Iowa,Yemen
853,Brittany Forges,744,shire,Lake Ericside,Delaware,Iran
854,Michael Knoll,289,ville,Port Deanna,North Dakota,Romania
855,Webb Forge,569,port,Thomasmouth,North Carolina,Guinea
856,Megan Meadows,200,fort,Lake Connie,Arkansas,Kazakhstan
857,Evans Ranch,272,shire,East Bretthaven,Alaska,Malaysia
858,Garcia Crossing,214,haven,South Jeremy,Pennsylvania,Nauru
859,Diana Place,983,fort,Carterbury,Louisiana,Montserrat
860,James Squares,991,bury,East Annport,Louisiana,Hungary
861,Garcia Corner,318,fort,Campbellton,Vermont,Ethiopia
862,Porter Land,418,burgh,Romeroberg,Illinois,Bhutan
863,Joshua Rue,535,mouth,New Deanberg,Mississippi,Kenya
864,Ortega Mountain,744,bury,East Debra,Alaska,Indonesia
865,Toni Vista,933,shire,Sheliaberg,Washington,Yemen
866,Mclean Divide,994,chester,Michaelside,Illinois,Djibouti
867,Joseph Burg,667,side,Melissaborough,West Virginia,Cayman Islands
868,Elliott River,428,burgh,Port Aliciafort,Pennsylvania,Malta
869,Hernandez Plain,328,berg,South Shawna,Mississippi,French Southern Territories
870,Andre Village,871,furt,Port Megan,Delaware,Norfolk Island
871,Holly Junctions,664,town,Port Cody,Utah,Rwanda
872,Carr Path,210,berg,North Jennifer,California,Fiji
873,Smith Rue,507,land,Robinview,Wyoming,Botswana
874,Adams Ports,467,chester,West Andrewfurt,Alaska,Qatar
875,Lucas Stream,24,borough,Harrisville,Maine,Mexico
876,Steven Meadows,778,ton,East Christopherland,Delaware,Wallis and Futuna
877,John Spurs,471,town,New Kathleenfort,Illinois,Macedonia
878,Vincent Loaf,936,shire,South Kenneth,Connecticut,Estonia
879,John Garden,442,chester,Lake Nathan,Arizona,British Indian Ocean Territory (Chagos Archipelago)
880,Joe Forge,421,ville,Victorfort,Virginia,Pakistan
881,Fitzgerald Mission,317,port,East Sarah,New Jersey,Guinea
882,Stephen Port,897,chester,Port Sarahburgh,Ohio,Belgium
883,Jason Fort,860,port,West Samantha,Wisconsin,Namibia
884,Phillips Estate,725,port,East Jessicafort,New Jersey,Korea
885,Valerie Spurs,15,shire,Hernandezton,Mississippi,Ghana
886,Michael Inlet,100,ton,Cynthiamouth,Hawaii,Gibraltar
887,James Alley,190,borough,North Alexismouth,Oregon,Congo
888,Smith Coves,407,mouth,East Kathrynshire,Illinois,British Indian Ocean Territory (Chagos Archipelago)
889,Roman Course,743,berg,Smithland,Ohio,Maldives
890,Johnson Row,56,mouth,New Jacobtown,Texas,Vietnam
891,Snow Circle,532,furt,Taylorborough,Nebraska,Norway
892,Nguyen Trail,92,side,Galvanhaven,Vermont,Central African Republic
893,Wilson Lodge,214,haven,Maureenland,Connecticut,Brazil
894,Robin Bypass,503,burgh,Jonesmouth,Montana,Montserrat
895,Martin Freeway,404,view,Vasquezmouth,Arizona,Djibouti
896,Sheryl Flat,597,ville,New Anthonyhaven,Michigan,Turks and Caicos Islands
897,Stephen Walk,480,fort,Johnsonmouth,Kansas,Cape Verde
898,Nunez Mission,789,mouth,Michaelberg,Minnesota,Barbados
899,Anthony Vista,658,town,Steelefort,Missouri,Greece
900,Davis Neck,65,bury,South Christine,Rhode Island,Bangladesh
901,Deborah Locks,650,town,West Michaelside,Oregon,Peru
902,Anthony Mount,377,shire,West Cory,Maryland,Mayotte
903,Fernandez Harbors,194,haven,West Sharon,Rhode Island,Micronesia
904,Eric Haven,649,berg,West Stevenside,Illinois,Cape Verde
905,Andrew Creek,595,mouth,South Nancyburgh,Kentucky,Pitcairn Islands
906,Veronica View,185,view,Jessicaport,Washington,Guadeloupe
907,Pamela Lodge,129,shire,Amandamouth,Delaware,Afghanistan
908,Andrea Well,470,ville,Port John,Louisiana,Greece
909,Cortez Village,243,burgh,South Amandastad,Idaho,Serbia
910,Walters Rapid,740,mouth,Buchananport,Arizona,New Zealand
911,Riley Corner,308,town,Andersonville,Alaska,Thailand
912,Wilson Points,304,bury,West Denise,Utah,Niue
913,Jennifer Roads,223,chester,Knoxfurt,West Virginia,Kenya
914,Kelli Inlet,811,fort,East Michaelton,Delaware,Guadeloupe
915,Pierce Square,954,furt,New Julietown,Montana,Kiribati
916,Paul Summit,463,haven,Monicaberg,Colorado,Saint Vincent and the Grenadines
917,Simpson Rest,813,shire,Normanmouth,Maryland,Belize
918,Fernandez Stravenue,488,berg,Lake Charlesland,Alaska,Hong Kong
919,Lewis Road,285,haven,North Michelle,Wisconsin,Lesotho
920,Lopez Island,472,town,Reevesburgh,Michigan,Uzbekistan
921,Howard Pike,126,land,East Sandra,Wisconsin,Western Sahara
922,Kenneth Village,672,borough,New Mollyshire,South Dakota,Spain
923,Carrie Mall,521,view,Jonesland,Arkansas,Poland
924,Moore Court,575,furt,Wilsonport,Tennessee,Malaysia
925,Robinson Glen,455,side,Robertfurt,Oregon,Hungary
926,Wagner Port,663,borough,Jasonside,Alabama,Sierra Leone
927,Kristi Glen,286,berg,Ashleebury,Utah,Italy
928,Burke Station,663,shire,Durantown,Illinois,Honduras
929,Danielle Lights,922,port,Scottmouth,Hawaii,Australia
930,Matthew Knolls,211,side,South Aaronside,New Mexico,Syrian Arab Republic
931,Mark Brook,164,borough,West Adam,North Carolina,Venezuela
932,Monica Run,170,borough,Port Jenniferhaven,Kentucky,Belarus
933,Shawn Pine,437,mouth,North Richard,Arizona,Estonia
934,Bailey Club,412,berg,West Keithburgh,Texas,Trinidad and Tobago
935,Espinoza Stream,871,chester,Lake Stevenview,Colorado,Saudi Arabia
936,Kayla Key,342,side,East Michelle,Hawaii,Saint Barthelemy
937,Jonathan Plain,736,ville,South Christine,Connecticut,Mayotte
938,Lisa Fields,819,haven,Port Ericburgh,Arkansas,Puerto Rico
939,Denise Stravenue,18,mouth,West Mikaylaberg,Alaska,Ethiopia
940,Brooke Plaza,865,borough,Port Dennis,Texas,Zimbabwe
941,Hartman Coves,224,land,West Adam,Arizona,Saint Pierre and Miquelon
942,Beverly Station,802,berg,North Katieborough,Louisiana,Mauritania
943,Collin Orchard,31,land,East Cheryl,Ohio,New Caledonia
944,Munoz Oval,135,mouth,Jillchester,Montana,Italy
945,Craig Pass,359,town,Gonzalezside,Louisiana,Azerbaijan
946,Rogers Mission,770,port,North Matthewmouth,New Jersey,Solomon Islands
947,Nelson Ridge,252,burgh,West Stephaniemouth,South Dakota,Netherlands Antilles
948,Amy Courts,621,ville,North Manuelborough,Nebraska,Georgia
949,Valdez Dam,617,view,Maryville,Maine,Turkey
950,Mendez Via,836,berg,New Anthonyport,Mississippi,Gibraltar
951,Nicole Overpass,448,shire,Bairdmouth,Minnesota,Philippines
952,Dawson Mews,776,ton,Ruizburgh,Hawaii,Niue
953,Myers Harbor,484,view,Sharonland,Nevada,Liechtenstein
954,Vega Prairie,860,fort,Tashaton,New Hampshire,Mexico
955,Joel Harbors,851,burgh,Port Pamelachester,California,Monaco
956,Lisa Curve,319,side,Lake Chrisbury,Tennessee,American Samoa
957,Adam Rapid,456,town,Stephaniefort,Connecticut,Eritrea
958,Anderson Springs,722,haven,Sarahstad,South Dakota,Iran
959,Santiago Brooks,562,ville,East Nathan,New Mexico,French Guiana
960,Williams Run,481,borough,South Alexisberg,Rhode Island,Greece
961,Beth Valley,156,shire,North Donnamouth,Texas,Gibraltar
962,Giles Trafficway,476,haven,Lake Jane,New York,Bermuda
963,Moore Junction,219,ton,East Joechester,Kentucky,Svalbard & Jan Mayen Islands
964,Kelly Springs,220,shire,West Bryanshire,Alabama,Saint Pierre and Miquelon
965,Daniel Loaf,898,shire,South Jacob,Alabama,Iraq
966,Carey Squares,922,ton,Mirandamouth,New Mexico,El Salvador
967,Tara Fall,525,burgh,West Timothyside,Connecticut,Gibraltar
968,Joseph Vista,441,view,South Sheena,Wyoming,Monaco
969,Hernandez Streets,287,chester,Cervantesport,Wyoming,Anguilla
970,Wendy Brook,111,haven,Port Kyle,Georgia,Turks and Caicos Islands
971,Jones Rue,187,haven,New Crystal,Rhode Island,Faroe Islands
972,Sara Bridge,344,mouth,Fitzpatrickside,Utah,Ethiopia
973,Acosta Summit,811,haven,North Michele,Connecticut,Timor-Leste
974,John Trail,80,shire,Kathrynside,Idaho,Thailand
975,Garrett Rue,834,mouth,East Amyville,Wyoming,Namibia
976,Collins Orchard,957,view,Courtneyfurt,Arkansas,Nicaragua
977,Miller Parkway,255,burgh,East Thomasland,Idaho,Morocco
978,Proctor Way,623,ton,West Tylerland,Oklahoma,Tanzania
979,Benjamin Fields,749,burgh,Makaylaburgh,New Hampshire,Chad
980,William Haven,110,land,West David,South Carolina,Swaziland
981,Smith Passage,169,chester,South Chadshire,Washington,San Marino
982,Byrd Circle,463,port,Riversfurt,Virginia,Botswana
983,Johnson Estates,205,ton,Port Laurie,Connecticut,Bouvet Island (Bouvetoya)
984,Jennifer Flat,147,furt,Port Logantown,Connecticut,Liberia
985,Christine Rue,340,furt,Laneberg,Washington,Tokelau
986,David Stream,122,ton,East Jeffville,South Dakota,Saint Pierre and Miquelon
987,Dennis Meadow,413,bury,Justinhaven,California,Ethiopia
988,Andrew Forks,477,ville,South Samantha,West Virginia,Saint Martin
989,Kenneth Via,620,shire,Lake Robert,New Mexico,Solomon Islands
990,Maria Dale,715,mouth,East Chase,Georgia,Sudan
991,Sheri Meadow,635,borough,Zhangton,Tennessee,Switzerland
992,Burgess Loaf,415,side,Blakeport,Missouri,Kyrgyz Republic
993,Brooke Meadows,344,chester,Christopherton,Wisconsin,British Virgin Islands
994,Mary Flat,746,furt,Vickifort,Wisconsin,Eritrea
995,Reynolds Wall,71,furt,Port Ryanfurt,Maine,Belize
996,Rhonda Summit,86,town,Erinville,Oregon,United States Virgin Islands
997,Thompson Stream,838,fort,Alfredshire,Georgia,Suriname
998,Justin Turnpike,671,view,Williamstown,Illinois,Brazil
999,Bradley Loaf,638,borough,West Jessicaton,Vermont,French Polynesia
1000,Christopher Meadows,620,fort,Jasonport,Montana,Brazil
1001,Lee Square,717,mouth,Brianshire,New Mexico,Hungary
1002,Booker Estates,3,stad,East Lisa,Colorado,Italy
1003,Edward Land,333,mouth,East Ronaldbury,Michigan,Lao People's Democratic Republic
1004,Mccoy Mews,398,shire,Andersenton,Louisiana,United States of America
1005,James Village,695,burgh,Hopkinsport,Pennsylvania,Reunion
1006,Hughes Stream,570,port,Alyssaville,Michigan,Taiwan
1007,Carol Pine,95,mouth,Lake Sarah,Hawaii,Saint Vincent and the Grenadines
1008,Ashley Mountain,311,burgh,Port Rodneyburgh,Arizona,Norway
1009,Morrow Corner,509,ville,Lake Danielbury,North Carolina,Burundi
1010,Gill Divide,723,haven,South Roberttown,West Virginia,Vanuatu
1011,Lewis Ford,646,land,Ramirezmouth,West Virginia,Sierra Leone
1012,Harris Garden,945,furt,New Stacey,Wisconsin,Bouvet Island (Bouvetoya)
1013,Garcia Orchard,482,side,Sheppardstad,Texas,Saint Vincent and the Grenadines
1014,Melissa Meadow,805,bury,Jacquelineshire,Nebraska,Cote d'Ivoire
1015,Smith Mills,212,land,Lake Barbara,New Hampshire,Andorra
1016,Hale Viaduct,540,port,Lake Jesseside,Pennsylvania,Somalia
1017,Choi Mission,331,town,North Jordanville,Alaska,Congo
1018,Morgan Isle,634,port,West Sabrina,Wisconsin,Macao
1019,Larry Road,103,haven,Tranburgh,Maryland,Northern Mariana Islands
1020,Nicholas Expressway,494,bury,Michaelview,Hawaii,Marshall Islands
1021,Valdez Expressway,921,mouth,South Stephanie,Florida,Holy See (Vatican City State)
1022,Reyes Mountain,517,land,Lake Evanburgh,Virginia,Mexico
1023,Collins Divide,156,borough,Port Richard,Wisconsin,Svalbard & Jan Mayen Islands
1024,Jonathan Prairie,435,chester,Emilyberg,Hawaii,Georgia
1025,Larry Knolls,665,furt,Michaelport,Missouri,Brazil
1026,Tammy Freeway,68,view,Rushville,Minnesota,Iran
1027,Martinez Skyway,715,view,New Joseph,Alaska,Greenland
1028,Mary Skyway,979,bury,New Amber,Delaware,Somalia
1029,Smith Parkway,251,borough,Caldwellfurt,Wyoming,El Salvador
1030,Glen Village,193,chester,South Richardshire,North Carolina,Brunei Darussalam
1031,Aguilar Neck,861,borough,East Steven,Rhode Island,Micronesia
1032,Julie Island,314,land,New Chad,Pennsylvania,Jamaica
1033,Turner Vista,983,shire,East Kristen,Wisconsin,Palau
1034,Garrett Islands,804,berg,Bennettshire,Kansas,Pitcairn Islands
1035,Fuller Lake,275,stad,East Johnbury,Louisiana,Monaco
1036,Ramos Pike,451,fort,Lake Katelyn,Montana,El Salvador
1037,Thomas Forges,5,furt,South Corey,New Jersey,Cambodia
1038,Lisa Center,190,stad,East Hannah,Arizona,Liberia
1039,Jones Glens,214,town,Shepherdland,Kansas,Sudan
1040,White Plains,369,town,Lake Candacemouth,California,New Caledonia
1041,Diaz Summit,567,town,Lake Frederick,New Mexico,Mauritius
1042,Jimmy Fork,370,stad,Whiteville,Iowa,Mexico
1043,Jason Hills,609,view,Yateston,Louisiana,Finland
1044,Christopher Glen,894,furt,Henryland,Oregon,India
1045,Williams Wall,916,chester,Lukeburgh,Montana,Portugal
1046,Reginald Ways,722,side,New Renee,Louisiana,South Georgia and the South Sandwich Islands
1047,Hatfield Pike,290,mouth,New Valerietown,New Jersey,Yemen
1048,Barker Mall,889,fort,South Alexisborough,Ohio,Egypt
1049,Hutchinson Mall,713,side,Port Danielville,Georgia,Japan
1050,Robbins Locks,300,shire,North Nicoleside,Idaho,Netherlands
1051,Anne Garden,103,ton,North Michealmouth,Alaska,Angola
1052,Miller Knolls,527,burgh,Nelsonstad,Texas,Niger
1053,Amy Freeway,708,view,South Vanessamouth,Pennsylvania,India
1054,Melissa Mountains,830,burgh,Williamsside,Missouri,Angola
1055,Smith Trace,179,land,Thorntonhaven,New Mexico,Samoa
1056,Cardenas Burg,241,side,West Rodneyburgh,Oregon,Azerbaijan
1057,Mosley Island,428,ton,Barkerburgh,Florida,Antarctica (the territory South of 60 deg S)
1058,Mccoy Port,452,bury,Patelmouth,Georgia,Christmas Island
1059,Jonathan Street,236,haven,Tanyaborough,Tennessee,Monaco
1060,Ballard Radial,292,burgh,Campbellport,New Mexico,Zimbabwe
1061,David Viaduct,289,borough,New Jeffrey,Vermont,Seychelles
1062,Michelle Trafficway,92,stad,Masonburgh,Hawaii,Svalbard & Jan Mayen Islands
1063,Weber Corners,569,bury,Andrewshire,Washington,Syrian Arab Republic
1064,Bruce Grove,256,side,Serranoview,South Dakota,Tuvalu
1065,Maxwell Track,610,furt,Jesseside,Oklahoma,Croatia
1066,Dominique Common,119,furt,Port Jose,Washington,Uzbekistan
1067,George Ramp,136,borough,North Jerrymouth,New York,Central African Republic
1068,Nguyen Brooks,660,bury,East Courtney,New Jersey,Peru
1069,Renee Isle,30,mouth,East Danielfurt,Utah,Ethiopia
1070,David Mountain,696,berg,Rachelfort,Rhode Island,Uzbekistan
1071,Walker Fords,723,side,New Lisa,Alaska,Slovakia (Slovak Republic)
1072,Paul Burg,654,fort,Maryfurt,Nebraska,Niue
1073,Morgan Walks,362,berg,Davidton,Illinois,Hungary
1074,Brooks Parks,895,mouth,South Christineview,Louisiana,Zimbabwe
1075,Quinn Plaza,219,berg,Jasonborough,Maryland,Cuba
1076,Graham Passage,599,ville,Philipton,Mississippi,Falkland Islands (Malvinas)
1077,Yu Causeway,155,chester,Kimshire,Washington,Ireland
1078,Jamie Brook,376,mouth,Sarahtown,Nebraska,Armenia
1079,Franklin Valley,704,side,Port Patricia,Florida,Canada
1080,Washington Overpass,549,bury,Lake Alex,Nebraska,Tajikistan
1081,Paul Freeway,731,berg,Trevorland,Massachusetts,Estonia
1082,Richards Run,884,port,Wigginsshire,Virginia,Tuvalu
1083,Angela Unions,43,mouth,Susanfort,North Dakota,Cocos (Keeling) Islands
1084,Powell Crescent,352,mouth,Carsonshire,Oregon,Samoa
1085,Rich Ville,561,fort,Daniellefort,Pennsylvania,Northern Mariana Islands
1086,Anthony Fort,586,chester,West Kimberly,Alabama,United States of America
1087,Karen Parkway,18,view,Williamsshire,Alaska,Holy See (Vatican City State)
1088,Dixon Lane,529,side,Harmontown,Montana,Svalbard & Jan Mayen Islands
1089,Mckee Gateway,93,view,Wanghaven,South Carolina,Swaziland
1090,Walton Walk,469,borough,Angelabury,Hawaii,Latvia
1091,Miller Valley,739,stad,Lake Elizabethfurt,Maine,Andorra
1092,Thomas Ford,71,shire,Port Heidi,South Carolina,Pakistan
1093,Olson Throughway,847,ton,Port Garystad,Mississippi,Tonga
1094,Kimberly Run,71,berg,Morrisstad,Michigan,Philippines
1095,Harris Curve,912,bury,East Christine,Indiana,Poland
1096,Anita Crossing,821,ville,North Annette,Montana,United States Minor Outlying Islands
1097,Martin Trafficway,184,furt,Brownland,North Dakota,Saint Kitts and Nevis
1098,Sarah Mission,393,view,North Scottton,Wisconsin,Samoa
1099,White Parkway,385,town,Lake Stevenfurt,Washington,Lesotho
1100,Villarreal Valleys,106,berg,South Sherry,Arkansas,Brazil
1101,Sean Isle,495,berg,West Jonathanhaven,Washington,Armenia
1102,Green Knolls,469,ville,East Tony,Illinois,Belarus
1103,James Locks,259,mouth,North Brianland,South Carolina,Jordan
1104,Stevens Underpass,525,bury,Lake Kerristad,Maryland,Cook Islands
1105,Stacey Stream,422,borough,North Reneeville,Delaware,Kazakhstan
1106,Ramsey Haven,540,side,Lake Samantha,West Virginia,Papua New Guinea
1107,Klein Mill,107,haven,Adamview,Arizona,Saudi Arabia
1108,Young Terrace,445,side,Thomasshire,Virginia,Mozambique
1109,Lisa Square,717,chester,New Wendyfort,Arkansas,Congo
1110,James Manor,508,side,Myerston,New Mexico,Cook Islands
1111,Martinez Island,806,burgh,Lake Kelly,Michigan,Czech Republic
1112,Victoria River,62,land,Lake Susan,Hawaii,Chad
1113,Williams Divide,37,bury,Tranbury,West Virginia,New Zealand
1114,Janet Isle,858,ville,Wardview,Massachusetts,Oman
1115,Duane Ridges,540,furt,South Amandaberg,Alaska,Equatorial Guinea
1116,Wagner Mountains,627,side,Millerhaven,Maine,Reunion
1117,Jeffrey Parks,915,ton,Browntown,New Mexico,Belarus
1118,Simon Corner,886,borough,Galvantown,Washington,Kiribati
1119,Mitchell Rapids,675,stad,South Gregory,Montana,Malaysia
1120,Amy Road,712,ville,Lake Ashleymouth,Iowa,Micronesia
1121,Lawson Parks,396,fort,West Kathleen,North Dakota,Puerto Rico
1122,Wood Forks,311,mouth,Hurstberg,Texas,Wallis and Futuna
1123,Perez Lights,977,furt,Alexisbury,Idaho,Italy
1124,Thornton Drives,951,bury,Hoganside,Maryland,Dominica
1125,Joshua Centers,949,shire,North Michael,Arizona,French Polynesia
1126,Donaldson Hollow,872,berg,New Sonya,Nebraska,Zimbabwe
1127,Chris Point,253,town,South Amanda,Tennessee,Seychelles
1128,Kevin Island,239,mouth,Philipshire,New York,Sao Tome and Principe
1129,Barbara Union,103,town,Erintown,Pennsylvania,Australia
1130,Glenn Vista,383,borough,West Davidbury,Nevada,Andorra
1131,Schroeder Port,298,town,Josephport,Alaska,El Salvador
1132,Hawkins Centers,757,burgh,Lake Gabrielchester,Kansas,Fiji
1133,Hernandez Mission,17,port,West Lisabury,Wisconsin,British Indian Ocean Territory (Chagos Archipelago)
1134,Anne Falls,555,chester,Oscarberg,Wyoming,Ghana
1135,Simmons Overpass,398,burgh,Lake Rachelport,Nevada,Moldova
1136,Jensen Mountains,982,borough,West Ricardoport,Massachusetts,Guatemala
1137,Nguyen Heights,804,view,West Jamie,Ohio,United States Minor Outlying Islands
1138,Anne Dale,493,ville,North Richardborough,Nevada,Barbados
1139,William Islands,768,town,Port Kimberlymouth,New Hampshire,Northern Mariana Islands
1140,Spencer Common,583,furt,Brucebury,Connecticut,Saint Lucia
1141,Ayala River,392,port,Youngton,Texas,Macao
1142,Xavier Pines,944,land,West Stevenberg,Wyoming,Faroe Islands
1143,Mitchell Trace,41,shire,Port Betty,Indiana,United States of America
1144,Daniel Fort,714,ton,Cookside,Texas,Cape Verde
1145,Cox Flats,617,haven,Wolfeton,Oklahoma,Armenia
1146,Rodriguez Islands,801,borough,Jenkinsmouth,Indiana,Trinidad and Tobago
1147,Martinez Run,431,ton,East Kimberly,Florida,Philippines
1148,Kelly Tunnel,957,stad,Port Cynthiaborough,Utah,Cote d'Ivoire
1149,Ashley Rapid,186,mouth,Marieside,Colorado,Cook Islands
1150,Howard Summit,265,ville,Jonathanmouth,South Dakota,Greece
1151,Rodriguez Drive,547,view,South Edward,Tennessee,Dominica
1152,Harrington Throughway,686,mouth,Frenchmouth,Nevada,Lesotho
1153,Kaitlyn Summit,408,port,Lake Kathleenstad,Wisconsin,Australia
1154,Davis Squares,394,town,Olsonchester,Montana,Costa Rica
1155,Kathryn Mountains,587,furt,Carlaberg,Alabama,Anguilla
1156,Huang Spur,238,town,Brianaport,Kansas,Pitcairn Islands
1157,Jacob Prairie,326,shire,West Ryan,Wyoming,New Zealand
1158,Carpenter Ranch,538,stad,Andreaborough,Texas,Slovenia
1159,Danielle Trail,275,stad,North Andrew,Nebraska,Solomon Islands
1160,Edwards Spurs,867,fort,Stevenburgh,Louisiana,Samoa
1161,Danny Expressway,474,burgh,Mooreshire,Idaho,Syrian Arab Republic
1162,David Mall,811,ton,Lewisburgh,Vermont,Cayman Islands
1163,Kent Brooks,105,port,West Marissamouth,Tennessee,Saint Barthelemy
1164,Angela Village,927,ton,Collinsfort,Wyoming,Saint Helena
1165,Judy Freeway,1000,berg,Hayleyhaven,Alaska,Jersey
1166,Stacy Fall,244,burgh,Lisaborough,Massachusetts,Georgia
1167,Sara Court,389,view,Lake Amanda,Kentucky,Somalia
1168,Nicholas Motorway,796,berg,Thompsonview,Georgia,Afghanistan
1169,Courtney Dam,70,side,East Shelleymouth,Kentucky,Togo
1170,Nichole Crossing,309,town,Lopeztown,New Hampshire,Vietnam
1171,Hannah Lodge,776,ville,Huntport,North Carolina,Sao Tome and Principe
1172,Michelle Brooks,199,borough,New Ashley,Hawaii,Guadeloupe
1173,Brown Lodge,458,burgh,South Sean,Nevada,Latvia
1174,Osborne Cove,236,fort,Port Janetmouth,Tennessee,Jordan
1175,Hubbard Skyway,390,view,New Matthewport,Arkansas,Belgium
1176,Kimberly Islands,496,view,South Russell,Washington,Israel
1177,Jose Estate,122,town,New Davidberg,West Virginia,Saint Lucia
1178,Tyler Coves,434,stad,Robertsstad,Texas,Eritrea
1179,Kennedy Springs,581,stad,Perezside,Rhode Island,Italy
1180,Frank Light,849,mouth,East Amber,West Virginia,Iran
1181,Alexander Locks,90,view,Owensberg,South Carolina,Argentina
1182,Keith Wall,15,ton,West Davidville,Pennsylvania,French Southern Territories
1183,Mitchell Islands,317,side,Perezberg,California,Lithuania
1184,Mason Union,172,ville,East Heather,Pennsylvania,Bangladesh
1185,Marquez Divide,939,port,North Scottstad,Delaware,Burkina Faso
1186,Pope Landing,207,chester,Lake Kayla,Pennsylvania,Falkland Islands (Malvinas)
1187,Anderson Trace,912,bury,Arthurshire,Alaska,Guadeloupe
1188,Valerie Views,356,furt,New Janet,North Dakota,Guinea
1189,Michael Ridges,882,chester,East Jonathonburgh,Mississippi,Croatia
1190,Edward Stream,19,mouth,Port Jeffrey,Arkansas,Falkland Islands (Malvinas)
1191,Larry Lights,390,furt,Jamesburgh,Vermont,Svalbard & Jan Mayen Islands
1192,Shelia Mount,448,fort,Ericstad,Idaho,Pakistan
1193,Nguyen Shoal,558,mouth,Thompsonview,Tennessee,Cambodia
1194,Donald Cliff,712,mouth,Dominicchester,Massachusetts,Mauritius
1195,Salazar Lakes,34,ville,Houstonhaven,Pennsylvania,Venezuela
1196,Brandon Garden,121,haven,Stephenmouth,Maine,Korea
1197,Madison Tunnel,552,view,Christopherburgh,South Carolina,Slovenia
1198,Brandon Rapids,417,fort,West Jenniferchester,Colorado,Cayman Islands
1199,Sara Drives,556,chester,Davidfurt,New Mexico,Turkmenistan
1200,April Mill,992,side,New Kelly,Washington,Senegal
1201,Andrea Rue,861,view,North Martin,Arizona,Senegal
1202,Ryan Parkway,618,shire,Martinland,Colorado,Bahrain
1203,James Loaf,172,mouth,Tuckerville,South Carolina,Seychelles
1204,Harrison Extensions,397,furt,Lake Reneetown,Georgia,Nigeria
1205,Laura Inlet,664,shire,West Heather,New Hampshire,Kenya
1206,Heather Turnpike,722,shire,West Savannahborough,New York,Faroe Islands
1207,Bautista Path,336,bury,Lake Kendra,Nebraska,Isle of Man
1208,John Trafficway,147,berg,Port Amy,Rhode Island,Turks and Caicos Islands
1209,Zavala Extension,527,town,West Natalie,Wisconsin,Grenada
1210,Marilyn Track,834,ville,South Stefaniebury,Kentucky,Thailand
1211,Daniel Motorway,248,berg,Rayfort,Wyoming,Czech Republic
1212,Billy Inlet,754,bury,Shelleybury,Maryland,Latvia
1213,Jonathan Loaf,187,borough,Houstonchester,Colorado,Kazakhstan
1214,Khan Hill,635,view,New Joshua,Oklahoma,South Georgia and the South Sandwich Islands
1215,Michael Court,764,haven,Rochaberg,New Hampshire,Uganda
1216,Brenda Garden,697,shire,West Erin,Nebraska,Bouvet Island (Bouvetoya)
1217,Sonya Harbors,704,ton,Collinsstad,Ohio,Kuwait
1218,Jason Wall,695,ville,Weaverton,Utah,Korea
1219,Melanie Pike,536,ville,Scottberg,Illinois,French Polynesia
1220,Guzman Knoll,155,shire,Johnsonburgh,Wyoming,Croatia
1221,Walsh Brooks,577,town,Duanemouth,Tennessee,Cocos (Keeling) Islands
1222,Mayo Fords,495,side,Port Kevin,Oklahoma,Eritrea
1223,Robert Ville,852,shire,Robinsonshire,Arkansas,Morocco
1224,Miller Glen,562,bury,Philliptown,Oregon,Tuvalu
1225,Mike Shoals,215,view,Carlsonhaven,Vermont,Suriname
1226,Jennifer Knolls,622,shire,Ellenmouth,Nevada,Norway
1227,Morris Coves,344,ville,Howardtown,Washington,Egypt
1228,Fernandez Green,949,chester,Port Wendy,Kansas,Tonga
1229,Patricia Burg,261,borough,Flynnbury,Ohio,Congo
1230,Kari Square,430,ville,West Stephanie,Texas,Guadeloupe
1231,Hopkins Shore,313,ville,North Amy,Maryland,Egypt
1232,Palmer Forks,18,port,South Robertburgh,New Jersey,Latvia
1233,Salas Lights,281,furt,Port James,Illinois,Bangladesh
1234,John Underpass,738,haven,Wilkinschester,Louisiana,French Southern Territories
1235,Cassandra Path,90,chester,Jasonside,Maryland,Portugal
